topic,sentiment
potcast,1
working offline,2
unacceptable love updates,0
irritating good ad,0
paying money listen,2
industry average,2
wasn high,1
understand problem,2
quality music,1
lots ad totally,2
focus podcast listening,0
says internet,2
terrible months stops,0
songs artist isn,0
late don,2
playing music,1
music including complete,2
widget player,1
song pandora better,2
spotify music ads,0
internet coverage open,0
options play pause,2
joke hate,2
annoying stars ads,2
stop hoping new,1
impact dragan raja,1
navigate selection great,1
frequently plays,0
point maybe,1
library classic soul,1
notifications panel buggy,0
like choices listening,0
like playlist don,2
guy use music,2
really use car,1
message check internet,2
30 mins,2
listen enjoyed,0
just forced rate,2
missing annoying new,2
versions bollywood,0
version bad local,0
start new playlist,1
play stop hopefully,1
list actually,0
update keeps loading,0
love thank spotify,1
lot old,2
music spotify,1
shuffle really easy,1
personal playlists,1
say ads 30,2
play playing time,1
broke current,0
color,1
spotify polite,0
music streaming recent,2
annoying make,2
ruin let minute,1
hands best,1
making play,2
entire app keeps,1
era enjoy,0
plays 12,1
luxury broke student,1
love site,0
instead 30,2
song picked instead,0
phone dangerous longer,1
onces add,0
latest update earlier,0
years later loving,0
shuffle moving timestamp,0
songs dont like,0
update broke,2
chaand baaliya,2
played close app,2
70,0
fix poco,2
reason playing bar,2
versitile diverse,0
shutting restarting podcasts,0
like mx,2
want hear keeps,1
playlist money app,0
section ui app,1
hearing ads listened,1
trash songs playlist,0
going silent,0
quick preview songs,0
make playlist having,0
volume bar bring,0
devours battery life,0
spotify making playlists,1
visible carelessness wasn,2
horrible youtube music,0
use trash,2
ruin app just,2
charged reverse transaction,0
payment just update,2
streaming provider lo,0
february update broke,0
ur app playback,0
popular recommended songs,0
spng,1
playlist doesn really,0
podcasts fine,1
suck good,0
polite respectful,2
commercial,2
fix poco,1
uninteresting,2
tracks heard good,2
suck good,2
song annoying play,1
representing,1
controls settings,1
highly recommend excellent,0
working stop music,0
display bar,0
nope ad,0
updating,2
rotate songs,2
constantly crashing paid,2
bit annoying subscription,2
improvements specific reten,2
product app bugs,1
press music,2
did,2
skipping tracks hour,2
fix fix bugs,1
worked songs,1
open deletespotify,1
forward podcasts,2
mode thumbs,2
want second,0
latest useless update,0
recent spotify convert,0
years amazing,2
methods ask card,2
car mode,1
open liked download,0
like ver make,2
kinda got used,1
later ok,1
album putting music,1
popularity,2
love use app,0
reinstall doing,0
good reasons love,0
increased ad,2
refund policy,0
kinda hate spotify,1
feed,2
language app android,2
tried troubleshooting days,1
lyrics,2
good,1
music suits,0
pay commercials great,0
crashes causes app,0
love platform ads,2
keeps cutting,2
use great,0
possible fixed,0
definitely frustrating android,0
podcast app large,0
trash time app,2
selection talk music,0
looking alexa nightmare,0
advertisement reduced bring,0
record error,0
songs wont let,0
pause car anymore,2
premium getting advertising,0
lot working,1
use form,0
feature breaking,1
awesome,0
loved app far,2
disable autostart,0
library bring car,0
choices love simple,2
traffic good,2
seconds really,0
desired songs,0
glitchy update,2
suddenly play bar,0
hours end everyday,0
lately click,2
playing hope fix,1
exact issue new,1
kills mood jamming,2
awful,1
popular spotify best,0
setting music,0
right wheelhouse,0
premium stupid says,1
play song goes,1
unless click shuffle,1
nuvo,2
money worthless,0
easy navigate easy,1
mode keeps crashing,1
surten,1
low ads stop,2
play song happens,1
spotify needs improve,2
song identical,2
mistakes pls,2
fine current network,2
sign,1
listen sinse update,1
various song lists,0
making play list,2
issues closing reopening,2
play song skip,1
marriage,1
song choices,1
want keeps playing,0
listen preview adding,0
launch love spotify,2
songs interested change,2
listen music playlist,2
generated music,1
classic,1
showing ads continuously,0
kw,0
sound large,1
sound just music,1
mood annoying ads,2
way repetitive,1
let control,2
app premium,1
pls options,0
fix like stream,1
seen,2
want bug fix,2
month change star,0
yellow,0
literally ad,2
latest update issue,2
great problems great,1
song ve liked,0
downloading 10,0
spotify,1
like ads weren,2
songs loved listening,0
use time try,1
good opinion terms,2
thanks help,0
poss sing,0
locked listen nonsense,2
hope competition soon,1
ok doesnt play,1
premium premium,0
crazy ll,1
hanging black,2
tidal kinda,2
like types,0
recommendations,0
better update thanks,0
listening music imagination,2
internet figure,2
musical qualities,0
don prepared delete,1
song lusten,0
just switch songs,0
accurate says ad,1
feel way,1
prgrmr pay,2
pause music reboot,0
listening hope,0
entertainment great,2
complete,2
paying 127 year,2
coming love app,1
update incredibly,1
thinks wifi,1
update ruin app,1
hope fix status,1
love oldies spotify,0
podcasters premium working,2
problem songs pausing,2
plays 12,0
reasons finished,2
old technology,2
lags going,2
option request,1
terms advertising app,2
really really anoying,1
song don right,2
problem appears,2
intuitive user,0
minutes app constantly,0
right honestly,2
permission making,1
literally broke,0
lyrics word,2
unralated playlist,1
playlists want check,0
way day time,1
lately connects,1
industry opinion,2
random song hate,2
played play,0
hope understand problem,2
lot ad plus,2
lol mention,1
free advertisements,1
way stop working,2
listen randon stupid,2
songs substitiles,0
tried deleting restarting,2
love availability app,1
pay artists,2
music family,0
nice app playlist,0
good hope,2
junk,1
month got charged,1
free version bad,2
personal playlists easy,1
showed playlist,0
music good works,0
crashes weird bugs,0
ideal shuffle songs,2
lot update,0
moved song,1
selection hate,1
controls love,1
songs premium,2
great selection music,0
restart access playback,2
music superior,1
tv like ok,2
music glitches little,0
leave game,2
graphical doesn,2
let listen want,2
hasn got,2
fkn internet,0
watched point,2
wired doesn,0
songs thingy good,1
kinds songs stops,1
phone date,1
pita support garbage,2
songs listen,0
june happening clean,0
rogan pay amazon,2
switch songs playing,1
random ads okay,1
wasting money month,1
stuff super awesome,0
payment unsubscribe service,1
song app great,1
minutes commercial free,0
make dance use,0
sets,2
got stuck shuffle,2
years sonce update,1
flip app freezes,0
quality honestly loved,1
music app,0
play song soon,2
pixel updated,2
love spotify worth,1
issue asap swear,1
godd terrible,2
outside country,1
lot glitches ve,2
service,0
listen shared,0
confusing hard things,2
pause second start,0
playing time favorite,0
unplayable introduce,1
music add songs,1
lo shot,1
player recents list,0
driving,2
passcode,2
login issues tried,1
stuff great stufft,1
just unpleasant use,1
shows wrong theres,0
highest quality,2
option stop add,1
problem adds contains,0
plus problem,2
hope dev,0
playing thought,2
row throws wrench,2
logged account account,2
limited adds love,0
live tracks obscure,0
platform spotify best,0
miniscule features,2
said main,2
time use different,1
gave,0
mess updates,2
love simple use,2
minute apps,1
glitch really,1
does work change,0
till update,2
music pauses twice,1
stops starts randomly,2
like update,0
difficult,0
update impossible use,2
appni used having,0
stars pakistan,1
randomly stopping phone,2
music great old,0
relevant,1
play work,1
easy,0
hour love great,2
great app ui,0
going years thousands,2
used having 2gb,2
layout ugly insane,2
like add queue,2
got lot old,0
keeps telling songs,1
clarity,2
second great,1
issue trying log,0
bugs lately,1
music play,0
lot update app,2
problems look,2
pleased easybitbis music,0
stuff limited,2
phone authorize gets,0
good online,2
loads cool,2
does weird,2
showing spotify kindly,2
couple weeks good,0
lately good fair,0
app beggars,1
prove bad,1
lot just,1
thanks trying,2
notify avid,2
amazing ads ads,1
limited fact,2
glitching content great,0
crashing songs constantly,0
music keeps slooooooowwwwwwww,0
older working version,1
android 12,0
lost rock icon,2
including classical,0
problem let,1
update new goes,1
year rise,2
holy,2
great currently ads,1
throwback,1
mode need,2
misinformed,0
phone listen randomly,0
list try figure,0
love weekly songs,1
update update buggy,0
remove preview,1
bar keeps,0
variety vast,0
pause play button,1
perform like layout,1
just unpleasant use,0
trying pay,1
click work heck,2
says,2
update took,2
years taking,1
rewind randomly,2
missing oneplus,2
tiktok super play,1
listening listening songs,1
pointless far really,0
love songs spotify,0
good problem ads,2
like app ads,1
liked free version,1
organized app,0
know annoying scroll,1
suffered let skip,1
pretty disappointed app,0
app spotify,1
helps date,2
ticking,2
old,2
godd terrible,0
like making play,0
playing bar,2
song plays album,2
longer fix,2
egregious,1
mode pay,2
podcasts order yes,2
literally available,2
including complete,2
showing app,1
focus,1
work weak wifi,2
library time canceling,0
using app new,0
initially wrote review,0
repeats current,1
baaliya 50,0
original quality,1
play music wont,0
podcast screen,2
home screen start,2
music imagination amazing,0
pause consistent,1
minute song right,0
suggested playlist wont,2
literally know,0
reason edit reinstalled,1
problem fixed just,0
time experience,0
kind joke,0
features bugs,1
pandora try,0
sadly time ads,1
song meant,1
hour doesnt,2
good started serving,1
turn shuffle force,1
mix doesn weekly,0
use dance,0
skips saying trying,2
wathc,0
gives big,2
languages,2
frequently newest app,2
audio streaming sound,1
use great,2
making finding unplanned,2
dissapeared notification comes,1
like want use,0
used forsure really,2
ain playing anymore,0
navigate dont want,2
overall bad,0
app just don,0
play play second,0
help site did,0
international 30,2
past slowly,0
money hungry ppl,2
playlist playing popular,1
priced enjoy,1
interface overall,1
plan wants pay,1
cuts song,2
happened gonna,2
half song mobile,2
number african,1
premium hastle,0
spptify artist playlist,2
mob support,1
preview god app,1
pandora make simple,1
piaylists keeps music,2
playing drop,2
spotify awful,0
cuts won pause,2
playlists thing,1
randomly won,1
quality highest,2
home lock screen,0
recover playlist,1
later ok free,0
play sorcery,1
help log account,0
coming song play,2
allow,2
albums drop alright,1
issue unstable,2
plays pay spotify,1
phone drains battery,0
star lossless arrived,1
music radio,2
playing music fails,1
weekly songs makes,1
spotify broken play,0
generated auto,0
reguardless,1
repeats current version,0
stop turning music,0
spent 10,0
music best music,2
open return home,0
new bugs constantly,1
picture,0
buggy regularly,0
phone watch,1
listen podcasts app,2
pause app watch,0
like fro,2
os slow launch,1
songs like ads,0
played searched,1
issues bugs update,2
try listen fav,1
order appear shortly,1
want andit,0
spotify spotify broken,2
isn fun premium,1
trying log app,1
ok afford,1
audio excellent sound,2
enjoyed music did,0
going unable log,0
week enjoy,2
outside country credit,2
general cramming unwanted,1
sound button,0
literally preview songs,2
inpossable,2
insights hours long,0
absolutly,1
nigeria,2
lite better felt,0
silent hill soundtrack,0
notification area playing,2
works exactly issues,2
random customer support,2
playing absolutely despise,0
music era enjoy,2
love look,0
music playlists giving,0
media app,1
nonsense changes,0
regularly bug,0
nowadays,2
play list lisen,2
vary drastically,1
country,0
lirics mistakes pls,0
song like crashing,2
screen spotify just,2
god add,2
pick song saying,2
just hell stereotypical,1
like music,0
premium subscription good,0
help download songs,1
like crazy add,1
try later ok,0
need connected,1
favriout,2
prgrmr,1
pause play forward,1
free lot adds,0
played song automatically,0
app lately,2
increasingly irritating,2
paying listen confusing,2
music app,0
glitch ads annoying,1
problems vivo,2
needs sorting asap,0
podcasts,2
really track,2
pause stop literally,1
playing good long,1
issues disappointed cause,2
showing music allowing,1
homework bearable,2
update broken app,2
